Chromosome	Genomic Position Start	Genomic Position End	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Phenotypes	moi
chr15	88803436	88875353	155760	ACAN, AGC1, CSPG1, MSK16, SEDK, SSOAOD	Aggrecan (chondroitin sulfate proteoglycan-1, large aggregating proteoglycan, antigen identifies by monoclonal antibody A0122)	ACAN	176	ENSG00000157766	?Spondyloepiphyseal dysplasia, Kimberley type, 608361 (3), Autosomal dominant	AD
chr15	89209869	89221579	180090	RLBP1	Retinaldehyde-binding protein-1, cellular	RLBP1	6017	ENSG00000140522	Bothnia retinal dystrophy, 607475 (3), Autosomal recessive	AR
chr15	89243979	89317259	611360	FANCI, KIAA1794	FANCI gene	FANCI	55215	ENSG00000140525	Fanconi anemia, complementation group I, 609053 (3), Autosomal recessive	AR
chr15	89316320	89334824	174763	POLG, POLG1, POLGA, PEO, SANDO, SCAE, MTDPS4A, MTDPS4B, MIRAS	Polymerase (DNA directed), gamma	POLG	5428	ENSG00000140521	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE), 607459 (3), Autosomal recessive	AR
chr15	89617309	89663049	611254	KIF7, HLS2, ACLS, JBTS12, AGBK	Kinesin family member 7	KIF7	374654	ENSG00000166813	Joubert syndrome 12, 200990 (3), Autosomal recessive	AR
chr15	89664367	89679367	170290	PLIN1, PLIN, FPLD4	Perilipin 1	PLIN1	5346	ENSG00000166819	Lipodystrophy, familial partial, type 4, 613877 (3), Autosomal dominant	AD
chr15	89776332	89778754	605195	MESP2, SCDO2	Mesoderm posterior bHLH transcription factor 2	MESP2	145873	ENSG00000188095	Spondylocostal dysostosis 2, autosomal recessive, 608681 (3), Autosomal recessive	AR
chr15	90229975	90265759	602293	CIB1, KIP, EV3	Calcium- and integrin-binding protein 1	CIB1	10519	ENSG00000185043	{Epidermodysplasia verruciformis, susceptibility to, 3}, 618267 (3), Autosomal recessive	AR
chr15	90717346	90816166	604610	RECQL3, RECQ2, BLM, BS, MGRISCE1	DNA helicase, RecQ-like 3	BLM	641	ENSG00000197299	Bloom syndrome, 210900 (3), Autosomal recessive	AR
chr15	90930180	90954093	611219	UNC45A, SMAP1, GCUNC45, OOHE	unc-45 myosin chaperone A	UNC45A	55898	ENSG00000140553	Osteootohepatoenteric syndrome, 619377 (3), Autosomal recessive	AR
chr15	90998416	91022621	608552	VPS33B, KDIDAR, PFIC12	VPS33B late endosome and lysosome associated	VPS33B	26276	ENSG00000184056	Keratoderma-ichthyosis-deafness syndrome, autosomal recessive, 620009 (3), Autosomal recessive	AR
chr15	92900324	93027996	602119	CHD2, DEE94	Chromodomain helicase DNA binding protein-2	CHD2	1106	ENSG00000173575	Developmental and epileptic encephalopathy 94, 615369 (3), Autosomal dominant	AD
chr15	96326046	96340263	107773	NR2F2, TFCOUP2, ARP1, CHTD4, SRXX5	Nuclear receptor subfamily 2, group F, member 2 (transcription factor COUP 2)	NR2F2	7026	ENSG00000185551	46XX sex reversal 5, 618901 (3), Autosomal dominant	AD
chr15	98648539	98964530	147370	IGF1R	Insulin-like growth factor-1 receptor	IGF1R	3480	ENSG00000140443	Insulin-like growth factor I, resistance to, 270450 (3), Autosomal recessive, Autosomal dominant	AD/AR
chr15	99565417	99716488	600660	MEF2A, ADCAD1	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	MEF2A	4205	ENSG00000068305	{Coronary artery disease, autosomal dominant, 1}, 608320 (3), Autosomal dominant	AD
chr15	99971437	100341975	607511	ADAMTS17, WMS4	ADAM metallopeptidase domain with thrombospondin type 1 motif, 17	ADAMTS17	170691	ENSG00000140470	Weill-Marchesani 4 syndrome, recessive, 613195 (3), Autosomal recessive	AR
chr15	100400395	100544683	615276	CERS3, LASS3, ARCI9	Ceramide synthase 3	CERS3	204219	ENSG00000154227	Ichthyosis, congenital, autosomal recessive 9, 615023 (3), Autosomal recessive	AR
chr15	100566924	100602184	610350	LINS1, WINS1, FLJ10583, MRT27	Lines homolog 1	LINS1	55180	ENSG00000140471	Intellectual developmental disorder, autosomal recessive 27, 614340 (3), Autosomal recessive	AR
chr15	100879831	100916626	600463	ALDH1A3, ALDH6, MCOP8	Aldehyde dehydrogenase 1 family, member A3	ALDH1A3	220	ENSG00000184254	Microphthalmia, isolated 8, 615113 (3), Autosomal recessive	AR
chr15	100919357	101078257	610986	LRRK1, OSMD	Leucine-rich repeat kinase 1	LRRK1	79705	ENSG00000154237	Osteosclerotic metaphyseal dysplasia, 615198 (3), Autosomal recessive	AR
chr15	101175727	101252048	608183	CHSY1, KIAA0990, TPBS	Carbohydrate synthase 1	CHSY1	22856	ENSG00000131873	Temtamy preaxial brachydactyly syndrome, 605282 (3), Autosomal recessive	AR
chr16	1	7800000	613458	DUP16p13.3, C16DUPq13.3	Chromosome 16p13.3 duplication syndrome		NA		Chromosome 16p13.3 duplication syndrome, 613458 (4), Autosomal dominant, Isolated cases	AD
chr16	1	7800000	141750	HBHR, ATR1	Alpha-thalassemia/impaired intellectual development syndrome, deletion type		NA		Alpha-thalassemia/impaired intellectual development syndrome, deletion type, 141750 (4), Autosomal dominant	AD
chr16	1	7800000	156850	MCOPCT1	Microphthalmia with cataract 1		8130		Microphthalmia with cataract 1, 156850 (2), Autosomal dominant	AD
chr16	1	7800000	600273	PKDTS	Polycystic kidney disease, infantile severe, with tuberous sclerosis		NA		Polycystic kidney disease, infantile severe, with tuberous sclerosis, 600273 (4), Autosomal dominant	AD
chr16	46407	53608	606007	POLR3K, RPC11, HLD21	Polymerase III, RNA, subunit K	POLR3K	51728	ENSG00000161980	Leukodystrophy, hypomyelinating, 21, 619310 (3), Autosomal recessive	AR
chr16	85386	138673	600928	NPRL3, CGTHBA, FFEVF3	Nitrogen permease regulator-like 3	NPRL3	8131	ENSG00000103148	Epilepsy, familial focal, with variable foci 3, 617118 (3), Autosomal dominant	AD
chr16	172876	173710	141850	HBA2, HBH, ECYT7	Hemoglobin alpha-2	HBA2	3040	ENSG00000188536	Heinz body anemia, 140700 (3), Autosomal dominant	AD
chr16	527712	554636	603267	CAPN15, SOLH, OGIN	Calpain 15	CAPN15	6650	ENSG00000103326	Oculogastrointestinal neurodevelopmental syndrome, 619318 (3), Autosomal recessive	AR
chr16	569968	584109	605754	PIGQ, MCAHS4, DEE77, GPIBD19	Phosphatidylinositol glycan anchor biosynthesis class Q protein	PIGQ	9091	ENSG00000007541	Multiple congenital anomalies-hypotonia-seizures syndrome 4, 618548 (3), Autosomal recessive	AR
chr16	680410	682801	607207	STUB1, CHIP, SCAR16, SCA48	STIP1 homologous and U box-containing protein 1	STUB1	10273	ENSG00000103266	Spinocerebellar ataxia 48, 618093 (3), Autosomal dominant	AD
chr16	722582	726880	614666	CCDC78, C16orf25, CNM4	Coiled-coil domain-containing protein 78	CCDC78	124093	ENSG00000162004	?Centronuclear myopathy 4, 614807 (3), Autosomal dominant	AD
chr16	853634	981613	611761	LMF1, TMEM112	Lipase maturation factor 1	LMF1	64788	ENSG00000103227	Lipase deficiency, combined, 246650 (3), Autosomal recessive	AR
chr16	1351931	1364113	607838	GNPTAG	N-acetylglucosamine-1-phosphotransferase, gamma subunit	GNPTG	84572	ENSG00000090581	Mucolipidosis III gamma, 252605 (3), Autosomal recessive	AR
chr16	1431078	1434441	618656	PERCC1, ICR, DIAR11	Proline- and glutamate-rich protein with coiled-coil domain 1	PERCC1	105371045	ENSG00000284395	Diarrhea 11, malabsorptive, congenital, 618662 (3), Autosomal recessive	AR
chr16	1444935	1475028	602727	CLCN7, CLC7, OPTA2, OPTB4, HOD	Chloride channel-7	CLCN7	1186	ENSG00000103249	Hypopigmentation, organomegaly, and delayed myelination and development, 618541 (3), Autosomal dominant	AD
chr16	1493360	1510454	611140	TELO2, TEL2, CLK2, KIAA0683, HCLK2, YHFS	Telomere maintenance 2	TELO2	9894	ENSG00000100726	You-Hoover-Fong syndrome, 616954 (3), Autosomal recessive	AR
chr16	1510427	1612072	614620	IFT140, KIAA0590, SRTD9, MZSDS, RP80	Intraflagellar transport 140	IFT140	9742	ENSG00000187535	Short-rib thoracic dysplasia 9 with or without polydactyly, 266920 (3), Autosomal recessive	AR
chr16	1706195	1770351	605431	MAPK8IP3, SYD2, JSAP1, JIP3, NEDBA	Mitogen-activated protein kinase 8-interacting protein 3	MAPK8IP3	23162	ENSG00000138834	Neurodevelopmental disorder with or without variable brain abnormalities, 618443 (3), Autosomal dominant	AD
chr16	1771895	1773134	611994	MRPS34, MRPS12, COXPD32	Mitochondrial ribosomal protein S34	MRPS34	65993	ENSG00000074071	Combined oxidative phosphorylation deficiency 32, 617664 (3), Autosomal recessive	AR
chr16	1790413	1794908	601489	IGFALS, ALS, ACLSD	Insulin-like growth factor-binding protein, acid-labile subunit	IGFALS	3483	ENSG00000099769	Acid-labile subunit, deficiency of, 615961 (3), Autosomal recessive	AR
chr16	1807629	1827194	138760	HAGH, GLO2	Hydroxyacyl glutathione hydrolase; glyoxalase II	HAGH	3029	ENSG00000063854	[Glyoxalase II deficiency], 614033 (1), Autosomal dominant	AD
chr16	1833986	1872164	617670	MEIOB, SPGF22, POF23	Meiosis-specific protein with OB domains	MEIOB	254528	ENSG00000162039	Premature ovarian failure 23, 620686 (3), Autosomal recessive	AR
chr16	1911475	1920940	619210	HS3ST6, 3OST6, HAE8	Heparan sulfate-glucosamine 3-sulfotransferase 6	HS3ST6	64711	ENSG00000162040	?Angioedema, hereditary, 8, 619367 (3), Autosomal dominant	AD
chr16	1943974	1954689	617416	RPL3L, CMD2D	Ribosomal protein L3-like	RPL3L	6123	ENSG00000140986	Cardiomyopathy, dilated, 2D, 619371 (3), Autosomal recessive	AR
chr16	1959538	1961975	603843	NDUFB10, MC1DN35	NADH-ubiquinone oxidoreductase subunit B10	NDUFB10	4716	ENSG00000140990	?Mitochondrial complex I deficiency, nuclear type 35, 619003 (3), Autosomal recessive	AR
chr16	1984193	1987749	600924	GFER, ERV1, ALR, MPMCD	Growth factor, ERV1-like	GFER	2671	ENSG00000127554	Myopathy, mitochondrial progressive, with congenital cataract and developmental delay, 613076 (3), Autosomal recessive	AR
chr16	2039820	2047834	602656	NTHL1, OCTS3, FAP3	Endonuclease III, E. coli, homolog of	NTHL1	4913	ENSG00000065057	Familial adenomatous polyposis 3, 616415 (3), Autosomal recessive	AR
chr16	2088708	2135898	601313	PKD1	Polycystin-1	PKD1	5310	ENSG00000008710	Polycystic kidney disease 1, 173900 (3), Autosomal dominant	AD
chr16	2155782	2178129	606692	TRAF7, RFWD1, CAFDADD	TNF receptor-associated factor 7	TRAF7	84231	ENSG00000131653	Cardiac, facial, and digital anomalies with developmental delay, 618164 (3), Autosomal dominant	AD
chr16	2275881	2340728	601615	ABCA3, ABC3, SMDP3	ATP-binding cassette-3	ABCA3	21	ENSG00000167972	Surfactant metabolism dysfunction, pulmonary, 3, 610921 (3), Autosomal recessive	AR
chr16	2429447	2458854	600227	CCNF, FBX1, FTDALS5	Cyclin F	CCNF	899	ENSG00000162063	Frontotemporal dementia and/or amyotrophic lateral sclerosis 5, 619141 (3), Autosomal dominant	AD
chr16	2475127	2505730	613577	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	TBC1 domain family, member 24	TBC1D24	57465	ENSG00000162065	Deafness, autosomal recessive 86, 614617 (3), Autosomal recessive	AR
chr16	2513726	2520218	108745	ATP6V0C, ATP6L, ATP6C, EPEO3	ATPase, H+ transporting, V0 subunit C	ATP6V0C	527	ENSG00000185883	Epilepsy, early-onset, 3, with or without developmental delay, 620465 (3), Autosomal dominant	AD
chr16	2752638	2771412	606032	SRRM2, SRM300, KIAA0324, MRD72	Serine/arginine repetitive matrix 2 (ser/arg-rich splicing factor-related nuclear matrix protein, 300kD)	SRRM2	23524	ENSG00000167978	Intellectual developmental disorder, autosomal dominant 72, 620439 (3), Autosomal dominant	AD
chr16	3012923	3014505	615799	CLDN9, DFNB116	Claudin 9	CLDN9	9080	ENSG00000213937	?Deafness, autosomal recessive 116, 619093 (3), Autosomal recessive	AR
chr16	3024035	3027750	615403	THOC6, FSAP35, BBIS	THO complex subunit 6	THOC6	79228	ENSG00000131652	Beaulieu-Boycott-Innes syndrome, 613680 (3), Autosomal recessive	AR
chr16	3242027	3256633	608107	MEFV, MEF, FMF, PAAND	MEFV innate immunity regulator, pyrin	MEFV	4210	ENSG00000103313	Neutrophilic dermatosis, acute febrile, 608068 (3), Autosomal dominant	AD
chr16	3581181	3611606	613278	SLX4, BTBD12, MUS312, KIAA1784, KIAA1987, FANCP	SLX4 structure-specific endonuclease subunit	SLX4	84464	ENSG00000188827	Fanconi anemia, complementation group P, 613951 (3), Autosomal recessive	AR
chr16	3611760	3665461	125505	DNASE1, DNL1	Deoxyribonuclease I	DNASE1	1773	ENSG00000213918	{Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant	AD
chr16	3725054	3880713	600140	CREBBP, CBP, RSTS1, MKHK1	CREB binding protein	CREBBP	1387	ENSG00000005339	Menke-Hennekam syndrome 1, 618332 (3), Autosomal dominant	AD
chr16	4314761	4339595	608539	GLIS2, NPHP7	GLIS family zinc finger protein 2	GLIS2	84662	ENSG00000126603	Nephronophthisis 7, 611498 (3), Autosomal recessive	AR
chr16	4340251	4351321	614336	PAM16, MAGMAS, SMDMDM	Presequence translocase-associated motor 16	PAM16	51025	ENSG00000217930	Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type, 613320 (3), Autosomal recessive	AR
chr16	4777606	4791828	611562	SEPT12, SPGF10	Septin 12	SEPTIN12	124404	ENSG00000140623	Spermatogenic failure 10, 614822 (3), Autosomal dominant	AD
chr16	4796968	4802633	614574	ROGDI, KTZS	Rogdi atypical leucine zipper	ROGDI	79641	ENSG00000067836	Kohlschutter-Tonz syndrome, 226750 (3), Autosomal recessive	AR
chr16	5071843	5087379	605907	ALG1, HMAT1, HMT1, CDG1K	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	56052	ENSG00000033011	Congenital disorder of glycosylation, type Ik, 608540 (3), Autosomal recessive	AR
chr16	8674617	8784570	137150	ABAT, GABAT	4-aminobutyrate aminotransferase	ABAT	18	ENSG00000183044	GABA-transaminase deficiency, 613163 (3), Autosomal recessive	AR
chr16	8797839	8849325	601785	PMM2, CDG1A	Phosphomannomutase 2	PMM2	5373	ENSG00000140650	Congenital disorder of glycosylation, type Ia, 212065 (3), Autosomal recessive	AR
chr16	8892097	8963906	602519	USP7, HAUSP, HAFOUS	Ubiquitin-specific protease-7, herpes virus-associated	USP7	7874	ENSG00000187555	Hao-Fountain syndrome, 616863 (3), Autosomal dominant	AD
chr16	9753404	10182908	138253	GRIN2A, NMDAR2A, FESD, LKS	Glutamate receptor, ionotropic, N-methyl D-aspartate 2A	GRIN2A	2903	ENSG00000183454	Epilepsy, focal, with speech disorder and with or without impaired intellectual development, 245570 (3), Autosomal dominant	AD
chr16	10528422	10580598	602334	EMP2, NPHS10	Epithelial membrane protein 2	EMP2	2013	ENSG00000213853	Nephrotic syndrome, type 10, 615861 (3), Autosomal recessive	AR
chr16	11254417	11256204	603597	SOCS1, SSI1, CIS1, CISH1, AISIMD	Suppressor of cytokine signaling 1	SOCS1	8651	ENSG00000185338	Autoinflammatory syndrome, familial, with or without immunodeficiency, 619375 (3), Autosomal dominant	AD
chr16	11547722	11640317	603795	LITAF, CMT1C	LPS-induced TNFA factor	LITAF	9516	ENSG00000189067	Charcot-Marie-Tooth disease, type 1C, 601098 (3), Autosomal dominant	AD
chr16	13920154	13952348	133520	ERCC4, XPF, FANCQ, XFEPS	ERCC excision repair 4, endonuclease catalytic subunit	ERCC4	2072	ENSG00000175595	Xeroderma pigmentosum, type F/Cockayne syndrome, 278760 (3), Autosomal recessive	AR
chr16	14435701	14630260	604212	PARN, DAN, DKCB6, PFBMFT4	Polyadenylate-specific ribonuclease	PARN	5073	ENSG00000140694	Dyskeratosis congenita, autosomal recessive 6, 616353 (3), Autosomal recessive	AR
chr16	15643382	15726353	609449	NDE1, NUDE, LIS4, MHAC	nudE neurodevelopment protein 1	NDE1	54820	ENSG00000072864	Microhydranencephaly, 605013 (3), Autosomal recessive	AR
chr16	15703135	15857028	160745	MYH11, AAT4, FAA4, VSCM2	Myosin, heavy polypeptide-11, smooth muscle	MYH11	4629	ENSG00000133392	Megacystis-microcolon-intestinal hypoperistalsis syndrome 2, 619351 (3), Autosomal recessive	AR
chr16	15949143	16143053	158343	ABCC1, MRP1, MRP, DFNA77	ATP-binding cassette, subfamily C, member 1 (multidrug resistance-associated protein 1)	ABCC1	4363	ENSG00000103222	?Deafness, autosomal dominant 77, 618915 (3), Autosomal dominant	AD
chr16	16149565	16223494	603234	ABCC6, ARA, ABC34, MLP1, PXE, GACI2	ATP-binding cassette, subfamily C, member 6	ABCC6	368	ENSG00000091262	Pseudoxanthoma elasticum, 264800 (3), Autosomal recessive	AR
chr16	17101769	17470960	608124	XYLT1, XT1, DBQD2	Xylosyltransferase 1	XYLT1	64131	ENSG00000103489	Desbuquois dysplasia 2, 615777 (3), Autosomal recessive	AR
chr16	18781295	18790334	603674	RPS15A, DBA20	Ribosomal protein S15a	RPS15A	6210	ENSG00000134419	?Diamond-Blackfan anemia 20, 618313 (3), Autosomal dominant	AD
chr16	18791667	18801549	607669	ARL6IP1, KIAA0069, SPG61	ADP ribosylation factor-like GTPase 6 interacting protein 1	ARL6IP1	23204	ENSG00000170540	Spastic paraplegia 61, autosomal recessive, 615685 (3), Autosomal recessive	AR
chr16	19067614	19083097	601683	COQ7, CLK1, COQ10D8, HMNR9	COQ7, S. cerevisiae, homolog of	COQ7	10229	ENSG00000167186	Coenzyme Q10 deficiency, primary, 8, 616733 (3), Autosomal recessive	AR
chr16	19555703	19701163	618981	VPS35L, C16orf62, EC97, RTSC3	VPS35 endosomal protein-sorting factor-like	VPS35L	57020	ENSG00000103544	Ritscher-Schinzel syndrome 3, 619135 (3), Autosomal recessive	AR
chr16	19856691	19885634	605948	GPRC5B, RAIG2, MLC3	G protein-coupled receptor, family C, group 5, member B	GPRC5B	51704	ENSG00000167191	Megalencephalic leukoencephalopathy with subcortical cysts 3, 620447 (3), Autosomal dominant	AD
chr16	20333051	20356301	191845	UMOD, ADTKD1	Uromodulin (uromucoid, Tamm-Horsfall glycoprotein)	UMOD	7369	ENSG00000169344	Tubulointerstitial kidney disease, autosomal dominant, 1, 162000 (3), Autosomal dominant	AD
chr16	20733664	20741818	616662	THUMPD1, NEDSOA	THUMP domain-containing protein 1	THUMPD1	55623	ENSG00000066654	Neurodevelopmental disorder with speech delay and variable ocular anomalies, 619989 (3), Autosomal recessive	AR
chr16	21197450	21214510	182888	ZP2, OZEMA6	Zona pellucida glycoprotein 2	ZP2	7783	ENSG00000103310	Oocyte/zygote/embryo maturation arrest 6, 618353 (3), Autosomal recessive	AR
chr16	21200001	52600000	611096	MRT10, MRT20	Intellectual developmental disorder, autosomal recessive 10/20		100101425		Intellectual developmental disorder, autosomal recessive 10/20, 611096 (2), Autosomal recessive	AR
chr16	21258521	21303062	123740	CRYM, DFNA40	Crystallin, mu	CRYM	1428	ENSG00000103316	Deafness, autosomal dominant 40, 616357 (3), Autosomal dominant	AD
chr16	21663968	21760729	607038	OTOA, DFNB22	Otoancorin	OTOA	146183	ENSG00000155719	Deafness, autosomal recessive 22, 607039 (3), Autosomal recessive	AR
chr16	21953361	21983660	191329	UQCRC2, MC3DN5	Ubiquinol-cytochrome c reductase core protein II	UQCRC2	7385	ENSG00000140740	Mitochondrial complex III deficiency, nuclear type 5, 615160 (3), Autosomal recessive	AR
chr16	23182745	23216883	600761	SCNN1G, PHA1B3, BESC3, LDLS2	Sodium channel, epithelial 1, subunit gamma	SCNN1G	6340	ENSG00000166828	Bronchiectasis with or without elevated sweat chloride 3, 613071 (3), Autosomal dominant	AD
chr16	23278231	23381294	600760	SCNN1B, BESC1, LIDLS1, PHA1B2	Sodium channel, epithelial 1, subunit beta	SCNN1B	6338	ENSG00000168447	Bronchiectasis with or without elevated sweat chloride 1, 211400 (3), Autosomal dominant	AD
chr16	23388493	23453189	606978	COG7, CDG2E	Component of oligomeric golgi complex 7	COG7	91949	ENSG00000168434	Congenital disorder of glycosylation, type IIe, 608779 (3), Autosomal recessive	AR
chr16	23520754	23557375	612799	EARS2, KIAA1970, COXPD12	Glutamyl-tRNA synthetase 2	EARS2	124454	ENSG00000103356	Combined oxidative phosphorylation deficiency 12, 614924 (3), Autosomal recessive	AR
chr16	23603165	23641310	610355	PALB2, FANCN, PNCA3, BROVCA5	Partner and localizer of BRCA2	PALB2	79728	ENSG00000083093	{Breast-ovarian cancer, familial, susceptibility to, 5}, 620442 (3), Autosomal dominant	AD
chr16	24200001	35300000	157700	MMVP1, MVP, PMV	Mitral valve prolapse, myxomatous 1		50951		Mitral valve prolapse, myxomatous 1, 157700 (2), Autosomal dominant	AD
chr16	24610205	24826218	610739	TNRC6A, GW182, KIAA1460, FAME6	Trinucleotide repeat-containing gene 6A	TNRC6A	27327	ENSG00000090905	?Epilepsy, familial adult myoclonic, 6, 618074 (3), Autosomal dominant	AD
chr16	27402174	27452042	605383	IL21R, IMD56	Interleukin 21 receptor	IL21R	50615	ENSG00000103522	Immunodeficiency 56, 615207 (3), Autosomal recessive	AR
chr16	27550144	27780344	616650	KATNIP, KIAA0556	Katanin-interacting protein	KATNIP	23247	ENSG00000047578	Joubert syndrome 26, 616784 (3), Autosomal recessive	AR
